query_index,true_label,prediction,selected_cluster,dataset,method,epsilon,K,seed
36,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
37,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
38,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
39,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
40,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
41,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
42,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
43,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
44,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
45,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
46,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
47,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
48,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
49,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
50,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
51,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
52,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
53,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
54,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
55,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
56,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
57,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
58,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
59,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
60,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
61,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
62,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
63,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
64,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
65,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
66,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
67,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
68,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
69,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
70,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
71,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
72,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
73,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
74,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
75,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
76,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
77,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
78,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
79,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
80,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
81,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
82,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
83,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
84,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
85,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
86,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
87,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
88,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
89,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
90,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
91,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
92,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
93,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
94,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
95,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
96,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
97,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
98,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
99,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1008
0,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
1,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
2,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
3,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
4,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
5,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
6,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
7,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
8,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
9,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
10,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
11,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
12,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
13,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
14,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
15,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
16,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
17,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
18,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
19,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
20,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
21,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
22,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
23,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
24,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
25,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
26,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
27,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
28,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
29,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
30,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
31,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
32,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
33,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
34,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
35,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
36,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
37,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
38,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
39,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
40,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
41,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
42,1,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
43,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
44,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
45,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
46,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
47,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
48,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
49,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
50,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
51,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
52,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
53,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
54,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
55,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
56,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
57,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
58,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
59,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
60,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
61,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
62,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
63,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
64,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
65,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
66,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
67,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
68,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
69,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
70,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
71,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
72,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
73,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
74,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
75,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
76,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
77,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
78,1,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
79,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
80,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
81,0,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
82,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
83,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
84,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
85,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
86,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
87,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
88,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
89,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
90,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
91,0,1,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
92,1,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
93,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
94,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
95,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
96,0,0,0,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
97,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
98,0,0,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
99,1,1,1,Adult,C3_PRIVSYN_ICL_DP_SAMPLE_LLM,1.0,3,1009
