AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,FER,RAC1P,label
30.0,21,5,1,2,0,1,1,4,4,1,2,2,2,27000.0,1,0,1,0
30.0,21,5,2,2,0,1,1,4,1,1,2,2,2,30000.0,1,2,2,0
62.0,21,5,2,1,0,1,1,4,2,1,2,1,2,11700.0,6,0,1,1
20.0,18,1,2,2,0,1,3,4,1,1,2,2,2,0.0,6,1,2,0
22.0,17,5,1,1,0,1,1,4,1,1,1,2,1,9600.0,6,0,1,1
52.0,16,3,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,1,0
34.0,22,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,6,0
40.0,16,1,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,8,0
29.0,13,1,1,2,0,1,3,4,2,1,2,2,2,2600.0,6,0,8,1
18.0,14,5,1,2,0,1,1,4,2,1,2,2,2,500.0,1,0,9,1
22.0,16,5,2,2,0,1,1,4,2,1,2,2,2,6000.0,1,2,7,0
15.0,12,5,1,2,5,1,1,0,2,1,2,2,2,100.0,0,0,9,0
19.0,18,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,1,1
43.0,16,4,2,2,0,1,1,4,4,1,2,2,2,11800.0,3,2,1,1
33.0,16,1,1,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,6,1
20.0,19,5,2,2,0,1,3,1,1,1,2,2,2,24000.0,4,2,1,0
33.0,19,5,2,2,0,1,1,4,2,1,2,2,2,2600.0,6,2,1,0
48.0,20,1,1,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,1,0
64.0,19,1,1,2,0,4,1,4,1,2,2,2,2,200.0,6,0,1,0
19.0,18,5,1,2,0,1,1,4,1,1,2,2,2,6000.0,1,0,1,1
16.0,12,5,1,2,1,1,1,0,2,1,2,2,2,0.0,6,0,1,0
16.0,13,5,2,2,1,1,1,0,4,1,2,2,2,0.0,6,2,8,0
47.0,9,5,2,2,0,1,1,4,4,1,2,2,2,25000.0,1,2,8,0
22.0,21,5,2,2,0,1,3,4,2,1,2,2,2,20000.0,1,2,9,0
25.0,21,5,2,1,0,1,1,4,2,1,2,2,1,3000.0,6,2,2,0
45.0,20,3,2,1,0,1,1,4,1,1,2,2,1,10080.0,6,2,5,1
34.0,20,1,2,2,0,1,1,4,1,1,2,2,2,13000.0,1,2,8,0
15.0,12,5,2,2,1,1,1,0,4,1,2,2,2,0.0,0,2,1,1
27.0,16,1,2,2,0,1,1,4,1,1,2,2,2,12000.0,1,2,1,0
61.0,20,1,2,2,0,1,1,4,1,1,2,2,2,9000.0,1,0,8,0
23.0,19,5,1,2,0,1,1,4,2,1,2,2,2,20000.0,1,0,1,0
60.0,20,1,2,2,0,1,1,2,1,1,2,2,2,20000.0,1,0,1,1
60.0,16,5,1,2,0,4,1,4,1,2,2,2,2,12000.0,6,0,1,1
47.0,16,5,1,1,0,1,1,4,1,1,2,2,1,17000.0,6,0,1,1
30.0,22,1,2,2,0,1,3,4,1,1,2,2,2,4100.0,6,1,6,1
55.0,20,1,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,1,0
20.0,19,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
32.0,19,5,2,2,0,1,1,4,1,1,2,2,2,27000.0,1,2,8,1
20.0,19,5,1,2,0,5,1,4,1,2,2,2,2,0.0,6,0,6,0
16.0,13,5,1,2,1,1,1,0,4,1,2,2,2,9400.0,6,0,1,1
18.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,3,2,8,1
38.0,17,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
61.0,16,1,2,1,0,1,1,4,1,1,1,2,2,2700.0,6,0,1,1
35.0,19,1,1,2,0,5,1,4,2,2,2,2,2,17000.0,1,0,1,0
18.0,18,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,1
16.0,12,5,1,2,1,1,1,0,1,1,2,2,2,0.0,6,0,8,0
17.0,14,5,2,2,0,1,1,4,1,1,2,2,2,10000.0,1,2,1,0
49.0,21,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,2,6,0
22.0,16,5,2,2,0,1,3,4,1,1,2,2,2,5500.0,6,2,6,0
26.0,13,5,1,1,0,1,1,4,1,1,2,2,1,10900.0,6,0,8,1
28.0,15,5,2,2,0,5,1,4,4,2,2,2,2,8800.0,1,2,1,0
59.0,9,5,2,2,0,5,1,4,1,2,2,2,2,16400.0,1,0,1,1
32.0,22,1,2,2,0,5,1,4,1,2,2,2,2,800.0,3,2,6,0
57.0,21,1,2,2,0,1,1,4,2,1,2,2,2,26000.0,1,0,1,0
34.0,16,1,1,2,0,1,1,3,4,1,2,2,2,0.0,3,0,8,0
19.0,19,5,1,2,0,1,1,4,4,1,2,2,2,30000.0,3,0,1,1
38.0,18,1,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,2,0
19.0,18,5,1,2,0,1,3,4,2,1,2,2,2,1000.0,6,0,1,0
26.0,21,5,2,2,0,4,1,4,2,2,2,2,2,800.0,1,2,1,1
15.0,12,5,2,2,8,1,1,0,1,1,2,2,2,0.0,0,2,1,1
33.0,22,5,1,2,0,4,1,4,1,2,2,2,2,0.0,3,0,1,0
46.0,18,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,2,1,0
49.0,15,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,1,1
23.0,18,1,2,2,0,1,1,4,1,1,2,2,2,17000.0,1,2,1,1
21.0,14,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,9,1
41.0,16,1,2,2,0,4,1,4,1,2,2,2,2,10800.0,1,2,9,0
55.0,19,1,2,2,0,5,1,4,1,2,2,2,2,18500.0,1,0,1,0
56.0,16,1,2,2,0,1,1,4,2,1,2,2,2,20.0,6,0,1,1
19.0,18,5,1,2,0,1,1,4,1,1,2,2,2,12000.0,1,0,1,0
21.0,19,5,2,2,0,1,1,4,2,1,2,2,2,13000.0,1,2,8,0
59.0,17,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,0,1,0
47.0,15,2,2,2,0,5,3,4,1,2,2,2,2,4200.0,1,2,6,1
26.0,20,5,2,2,0,1,1,4,1,1,2,2,2,15000.0,1,2,8,0
61.0,19,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,0,1,1
62.0,19,1,2,2,0,4,1,4,1,2,2,2,2,26000.0,1,0,6,0
30.0,18,5,1,2,0,1,3,4,1,1,2,2,2,30000.0,1,0,1,0
35.0,15,5,1,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,9,1
57.0,19,5,1,1,0,1,3,4,1,1,1,2,1,2920.0,6,0,1,1
54.0,19,1,1,2,0,5,1,4,1,2,2,2,2,27100.0,1,0,6,0
56.0,16,1,2,2,0,1,1,4,1,1,2,2,2,0.0,3,0,2,0
32.0,16,5,2,1,0,1,1,4,1,1,2,2,1,6700.0,6,2,1,1
61.0,18,5,1,2,0,1,1,4,1,1,2,2,2,22200.0,6,0,6,0
54.0,19,1,2,2,0,1,1,4,1,1,2,2,2,25000.0,1,0,1,0
57.0,6,1,1,1,0,4,1,4,1,2,2,2,2,22900.0,1,0,1,0
58.0,13,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
28.0,16,5,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,9,1
63.0,16,1,2,1,0,1,1,4,1,1,1,2,1,0.0,6,0,8,1
52.0,19,2,2,1,0,1,1,4,1,1,2,2,2,2300.0,6,0,1,1
54.0,19,1,1,2,0,1,3,4,2,1,2,2,2,0.0,6,0,1,0
21.0,18,5,1,2,0,5,1,4,4,2,2,2,2,6000.0,1,0,6,0
16.0,14,5,1,2,1,1,1,0,1,1,2,2,2,0.0,6,0,1,1
57.0,17,3,2,2,0,1,1,4,1,1,2,2,2,23000.0,1,0,8,0
63.0,20,1,2,2,0,4,1,4,1,2,2,2,2,24000.0,6,0,1,0
19.0,19,5,1,1,0,1,1,4,2,1,1,2,2,0.0,6,0,9,0
44.0,19,3,2,2,0,5,1,4,1,2,2,2,2,23000.0,1,2,1,1
30.0,20,5,1,2,0,1,1,1,1,1,2,2,2,26000.0,4,0,1,0
26.0,16,5,1,2,0,1,1,4,2,1,2,2,2,8500.0,1,0,1,0
58.0,20,3,2,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,1
44.0,20,5,1,2,0,3,1,2,1,1,2,2,2,11180.0,1,0,1,1
61.0,16,1,1,1,0,4,1,4,2,2,2,2,2,9620.0,6,0,9,1
43.0,9,1,1,2,0,5,1,4,1,2,2,2,2,19000.0,1,0,1,0
41.0,16,5,2,1,0,1,1,4,1,1,2,1,2,20200.0,1,2,3,0
19.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
50.0,14,4,2,2,0,4,1,4,4,2,2,2,2,5200.0,1,2,1,0
16.0,13,5,1,2,1,1,3,0,2,1,2,2,2,0.0,6,0,1,0
19.0,19,5,1,2,0,1,1,4,1,1,2,2,2,8000.0,1,0,1,1
51.0,16,1,2,2,0,5,1,4,1,2,2,2,2,27400.0,1,0,6,0
34.0,21,5,1,2,0,1,1,4,1,1,2,2,2,12300.0,6,0,1,1
20.0,16,5,2,2,0,1,1,4,4,1,2,2,2,1000.0,1,2,1,0
17.0,14,5,1,2,5,1,3,4,1,1,2,2,2,3600.0,3,0,2,1
20.0,19,5,1,2,0,1,3,4,1,1,2,2,2,25000.0,1,0,8,1
23.0,19,5,1,2,0,1,3,4,1,1,2,2,2,10000.0,1,0,1,0
29.0,18,5,2,2,0,4,1,4,1,2,2,2,2,600.0,3,2,9,1
17.0,11,5,2,1,0,1,3,4,1,1,2,2,1,20.0,6,2,8,1
30.0,13,1,2,2,0,5,2,4,1,2,2,2,2,12000.0,1,2,1,1
64.0,19,1,2,2,0,1,1,4,1,1,2,2,2,18000.0,1,0,1,0
42.0,22,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,1,0
39.0,21,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,6,0
56.0,9,1,1,1,0,4,1,4,1,2,2,2,1,0.0,6,0,1,1
16.0,13,5,2,2,1,1,1,0,1,1,2,2,2,0.0,6,2,6,1
53.0,22,1,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,6,0
15.0,11,5,1,2,2,1,2,0,2,1,2,2,2,0.0,0,0,1,0
39.0,11,5,2,2,0,5,1,4,1,2,2,2,2,24000.0,1,2,1,1
48.0,21,1,2,2,0,5,1,4,1,2,2,2,2,20000.0,1,2,6,0
18.0,15,5,1,2,0,1,1,4,4,1,2,2,2,2500.0,1,0,2,1
23.0,19,5,2,2,0,1,1,4,4,1,2,2,2,20000.0,1,2,6,0
51.0,16,1,1,2,0,5,1,4,1,2,2,2,2,14000.0,1,0,1,0
34.0,8,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,0
26.0,21,5,2,2,0,1,1,4,1,1,2,2,2,1800.0,6,1,8,1
62.0,16,5,1,2,0,1,1,4,4,1,2,2,2,30000.0,3,0,1,0
32.0,16,5,1,2,0,1,1,4,1,1,2,2,2,25000.0,1,0,1,0
17.0,14,5,1,2,8,1,1,4,2,1,2,2,2,0.0,6,0,1,1
35.0,1,5,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,1
47.0,1,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,1
52.0,1,5,1,2,0,5,1,4,1,2,2,2,2,20000.0,1,0,8,0
20.0,20,5,1,2,0,1,1,4,1,1,2,2,2,5800.0,1,0,1,0
38.0,20,3,2,2,0,1,1,4,1,1,2,2,2,5200.0,3,2,3,1
43.0,21,1,2,2,0,4,3,4,1,2,2,2,2,0.0,6,2,6,0
44.0,16,3,1,2,0,4,1,4,2,2,2,2,2,23000.0,1,0,8,0
21.0,16,5,2,2,0,1,3,4,4,1,2,2,2,1200.0,1,2,1,0
59.0,17,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,0,1,0
23.0,21,5,1,2,0,5,2,4,1,2,2,2,2,1500.0,6,0,6,0
51.0,7,1,2,2,0,5,1,4,1,2,2,2,2,10000.0,1,0,8,1
55.0,12,1,2,2,0,4,1,4,1,2,2,2,2,11000.0,6,0,8,1
28.0,18,1,2,2,0,1,1,4,1,1,2,2,2,19000.0,1,2,1,0
51.0,16,5,1,2,0,1,1,4,1,1,2,2,2,21000.0,1,0,1,0
23.0,21,5,2,2,0,1,3,4,2,1,2,2,2,1600.0,1,2,1,0
49.0,20,5,1,2,0,1,1,4,2,1,2,2,2,11000.0,1,0,8,1
35.0,19,1,2,2,0,1,1,4,2,1,2,2,2,6700.0,3,2,1,0
25.0,22,5,2,2,0,5,2,4,1,2,2,2,2,0.0,6,2,6,0
30.0,21,5,2,2,0,1,3,4,2,1,2,2,2,8000.0,3,2,1,0
18.0,16,5,2,2,0,1,1,4,1,1,2,2,2,1400.0,1,2,1,1
22.0,19,5,1,2,0,1,1,1,2,1,2,2,2,18000.0,4,0,1,0
61.0,16,1,2,2,0,3,1,4,2,1,2,2,2,28900.0,6,0,1,0
23.0,21,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,1,8,0
37.0,22,1,2,2,0,1,1,4,2,1,2,2,2,17000.0,1,2,1,0
37.0,21,5,1,1,0,4,1,4,4,2,2,2,2,6500.0,3,0,1,1
24.0,16,1,2,1,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
22.0,16,5,1,2,0,1,1,4,2,1,2,2,2,18000.0,1,0,1,0
38.0,16,5,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,0
41.0,8,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,1
52.0,16,1,1,2,0,4,1,4,1,2,2,2,2,30000.0,1,0,6,1
29.0,16,5,2,2,0,1,3,4,1,1,2,2,2,11600.0,1,2,1,1
55.0,21,5,1,2,0,1,3,4,4,1,2,2,2,0.0,6,0,1,0
62.0,14,2,2,1,0,5,1,4,1,2,2,2,1,6340.0,6,0,1,1
43.0,19,1,1,1,0,1,1,4,2,1,2,2,2,24400.0,6,0,1,0
35.0,16,5,1,2,0,1,1,4,2,1,2,2,2,27000.0,1,0,1,0
57.0,18,1,2,2,0,5,1,4,1,2,2,2,2,30000.0,1,0,8,0
30.0,19,5,1,2,0,1,1,4,1,1,2,2,2,5000.0,1,0,8,0
18.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,6,0
47.0,19,5,1,2,0,1,1,4,1,1,2,2,2,30000.0,2,0,1,0
29.0,18,5,2,2,0,3,1,4,2,1,2,2,2,15000.0,1,2,1,1
54.0,5,1,2,2,0,1,1,4,1,1,2,2,2,30000.0,1,0,1,0
25.0,16,3,1,2,0,1,1,4,1,1,2,2,2,500.0,6,0,8,1
34.0,1,5,1,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,1,1
32.0,21,5,1,2,0,1,1,4,1,1,2,2,2,12000.0,1,0,1,1
19.0,19,5,2,2,0,1,1,4,1,1,2,2,2,610.0,3,2,1,1
19.0,19,5,1,2,0,1,1,4,4,1,2,2,2,14000.0,1,0,1,0
18.0,16,5,2,2,0,1,1,4,2,1,2,2,2,4000.0,6,2,9,0
55.0,16,1,2,2,0,1,1,4,4,1,2,2,2,30000.0,1,0,1,0
15.0,13,5,2,1,0,1,3,0,2,1,2,2,2,30.0,0,2,9,1
31.0,16,5,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,2,0
43.0,13,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,8,1
16.0,11,5,1,2,7,4,1,0,4,2,2,2,2,0.0,6,0,8,1
19.0,16,5,2,2,0,1,1,4,1,1,2,2,2,1000.0,6,2,1,0
55.0,14,5,2,1,0,5,1,4,1,2,2,1,2,0.0,6,0,8,0
46.0,16,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,9,0
59.0,20,1,2,2,0,5,1,4,1,2,2,2,2,27300.0,6,0,1,0
56.0,19,1,1,2,0,1,1,2,1,1,2,2,2,80.0,6,0,1,1
26.0,18,5,1,2,0,1,1,4,1,1,2,2,2,30000.0,1,0,8,0
20.0,19,5,1,2,0,1,1,4,4,1,2,2,2,16000.0,1,0,8,0
61.0,19,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,0
21.0,18,5,1,2,0,1,1,4,4,1,2,2,2,0.0,3,0,9,0
56.0,17,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
15.0,13,5,2,2,2,1,1,0,1,1,2,2,2,0.0,0,2,6,0
18.0,19,5,2,2,0,1,1,4,1,1,2,2,2,4000.0,1,2,1,0
49.0,14,3,1,2,0,1,1,4,2,1,2,2,2,9600.0,6,0,1,1
18.0,16,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
47.0,11,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,1
57.0,22,1,1,2,0,4,3,4,1,2,2,2,2,0.0,6,0,6,0
42.0,12,3,2,2,0,4,1,4,1,2,2,2,2,21700.0,1,2,1,0
18.0,19,5,1,2,0,1,1,4,4,1,2,2,2,9000.0,1,0,6,0
59.0,22,1,1,2,0,1,1,4,1,1,2,2,2,18000.0,1,0,1,0
32.0,18,3,1,1,0,1,1,4,3,1,2,1,2,29000.0,1,0,1,0
49.0,24,1,2,2,0,3,1,4,2,1,2,2,2,0.0,6,2,1,0
29.0,22,1,2,1,0,5,1,4,2,2,2,2,1,0.0,6,2,9,0
43.0,8,5,2,2,0,5,3,4,1,2,2,2,2,9600.0,1,2,8,0
23.0,22,5,1,2,0,5,1,4,1,2,2,2,2,0.0,6,0,1,0
59.0,16,1,2,2,0,1,3,4,2,1,2,2,2,5000.0,1,0,1,0
63.0,19,1,1,1,0,1,1,4,1,1,2,2,1,24000.0,6,0,1,1
19.0,16,5,1,2,0,1,1,4,4,1,2,2,2,1400.0,1,0,2,0
63.0,18,3,2,2,0,1,1,4,1,1,2,2,2,19900.0,6,0,1,0
27.0,16,5,1,2,0,1,1,4,1,1,2,2,2,12000.0,1,0,3,0
20.0,19,5,2,2,0,1,1,4,4,1,2,2,2,600.0,6,2,1,0
17.0,13,5,2,2,1,1,1,4,4,1,2,2,2,4400.0,1,2,1,0
38.0,1,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,8,0
46.0,16,5,1,2,0,1,1,4,1,1,2,2,2,6000.0,1,0,1,1
16.0,13,5,2,2,0,1,1,0,3,1,2,2,2,0.0,6,2,1,0
58.0,9,5,1,1,0,5,1,4,1,2,2,1,2,16500.0,6,0,8,1
18.0,15,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,6,0
45.0,1,1,1,2,0,5,1,4,1,2,2,2,2,30000.0,1,0,1,0
47.0,16,4,2,2,0,4,1,4,1,2,2,2,2,11000.0,1,2,6,1
55.0,19,2,1,2,0,1,1,2,2,1,2,2,2,24000.0,6,0,1,1
20.0,18,5,1,2,0,4,1,4,4,2,2,2,2,15000.0,1,0,6,1
62.0,21,1,2,2,0,4,1,4,1,2,2,2,2,19000.0,1,0,6,0
51.0,19,4,2,2,0,1,1,4,2,1,2,2,2,20000.0,1,0,1,0
62.0,1,1,1,2,0,5,1,4,2,2,2,2,2,3900.0,6,0,6,0
62.0,16,1,2,2,0,4,1,4,1,2,2,2,2,15000.0,1,0,6,0
35.0,20,1,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,1,0
25.0,21,5,1,2,0,1,1,4,1,1,2,2,2,0.0,3,0,8,0
40.0,16,5,1,2,0,1,1,4,1,1,2,2,2,12000.0,1,0,1,1
23.0,19,5,2,2,0,1,1,4,1,1,2,2,2,6000.0,1,2,1,0
16.0,13,5,2,2,7,1,1,0,1,1,2,2,2,9800.0,6,2,2,1
59.0,16,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,8,0
48.0,22,1,2,2,0,1,1,4,2,1,2,2,2,4000.0,1,2,1,0
63.0,18,3,1,2,0,1,1,4,2,1,2,2,2,14000.0,6,0,1,1
16.0,13,5,1,2,2,1,1,0,1,1,2,2,2,6000.0,1,0,1,0
63.0,1,5,1,1,0,1,1,4,1,1,2,2,2,140.0,6,0,1,1
49.0,22,1,2,2,0,1,1,4,4,1,2,2,2,0.0,3,2,1,0
31.0,19,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,1
20.0,19,5,2,2,0,1,1,4,1,1,2,2,2,10000.0,1,2,1,0
21.0,21,5,2,2,0,1,1,4,2,1,2,2,2,2000.0,1,2,1,0
19.0,19,5,1,2,0,5,2,4,1,2,2,2,2,0.0,6,0,1,0
15.0,13,5,1,2,7,1,1,0,1,1,2,2,2,0.0,0,0,8,1
48.0,17,5,1,1,0,1,1,4,2,1,2,2,1,10500.0,6,0,1,1
32.0,20,1,2,2,0,1,1,4,2,1,2,2,2,24000.0,1,1,1,0
18.0,14,5,1,2,0,1,1,4,1,1,2,2,2,0.0,3,0,6,0
31.0,13,5,2,2,0,5,3,4,1,2,2,2,2,0.0,6,2,1,1
21.0,9,5,1,2,0,5,1,4,1,2,2,2,2,25000.0,1,0,1,0
48.0,21,5,2,2,0,1,1,4,2,1,2,2,2,4200.0,6,2,9,1
39.0,21,1,1,2,0,1,1,4,1,1,2,2,2,14400.0,1,0,1,0
18.0,16,5,1,2,0,1,1,4,1,1,2,2,2,15000.0,1,0,8,1
41.0,16,1,1,2,0,4,1,4,1,2,2,2,2,17200.0,1,0,8,0
49.0,20,3,1,2,0,1,1,2,1,1,2,2,2,21000.0,1,0,1,1
26.0,18,5,2,2,0,1,1,4,1,1,2,2,2,19000.0,6,2,1,1
19.0,18,5,1,2,0,1,3,4,1,1,2,2,2,6000.0,3,0,1,1
33.0,22,1,2,2,0,5,2,4,1,2,2,2,2,0.0,6,2,1,0
34.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,1,1,1
61.0,1,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,0,8,1
21.0,19,5,1,2,0,1,1,4,2,1,2,2,2,15000.0,1,0,1,0
38.0,18,3,2,2,0,5,3,4,1,2,2,2,2,19000.0,1,2,1,0
29.0,18,5,1,2,0,1,1,4,1,1,2,2,2,17000.0,1,0,1,1
18.0,16,5,1,2,0,4,1,4,1,2,2,2,2,3000.0,1,0,1,1
17.0,14,5,2,2,7,1,1,4,1,1,2,2,2,0.0,6,2,1,1
38.0,24,1,2,2,0,1,3,4,4,1,2,2,2,0.0,6,2,1,0
30.0,17,5,1,2,0,4,1,4,4,2,2,2,2,30000.0,1,0,6,0
63.0,21,1,1,2,0,5,1,4,1,2,2,2,2,2400.0,6,0,1,1
15.0,13,5,2,2,7,1,1,0,1,1,2,2,2,0.0,0,2,1,1
56.0,6,2,2,2,0,4,1,4,1,2,2,2,2,7000.0,1,0,8,0
19.0,19,5,2,2,0,1,3,4,4,1,2,2,2,0.0,6,2,6,0
43.0,9,5,1,1,0,1,1,4,4,1,1,2,1,10900.0,6,0,1,1
34.0,17,1,1,2,0,4,1,4,1,2,2,2,2,12000.0,1,0,7,0
33.0,21,1,2,2,0,5,3,4,1,2,2,2,2,0.0,6,1,6,0
60.0,16,2,2,2,0,5,1,4,1,2,2,2,2,0.0,6,0,6,0
20.0,9,5,1,2,0,5,1,4,1,2,2,2,2,22000.0,1,0,8,1
18.0,18,5,2,2,0,5,2,4,1,2,2,2,2,6400.0,1,2,1,0
39.0,14,1,2,2,0,1,3,4,1,1,2,2,2,10200.0,6,2,1,1
57.0,18,3,2,1,0,1,1,2,1,1,2,2,1,16800.0,6,0,2,1
15.0,12,5,1,2,5,1,1,0,1,1,2,2,2,0.0,0,0,1,0
28.0,9,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,7,0
43.0,19,1,2,2,0,1,1,4,4,1,2,2,2,29000.0,1,2,1,0
56.0,8,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,0,8,1
62.0,21,3,2,1,0,1,1,4,2,1,2,1,1,19800.0,1,0,1,1
29.0,19,5,2,2,0,1,3,4,1,1,2,2,2,7000.0,3,2,1,0
45.0,19,1,2,2,0,4,1,4,1,2,2,2,2,23000.0,1,2,8,0
17.0,14,5,2,2,2,1,1,4,4,1,2,2,2,0.0,6,2,1,1
62.0,24,4,1,1,0,1,1,2,2,1,2,2,2,16000.0,6,0,1,1
51.0,21,1,2,2,0,1,1,4,3,1,2,2,2,500.0,6,0,1,0
45.0,14,5,1,1,0,1,1,4,1,1,2,2,1,0.0,6,0,2,1
53.0,14,1,1,2,0,1,1,4,1,1,2,2,2,15000.0,6,0,1,1
24.0,17,5,2,2,0,1,1,4,1,1,2,2,2,14000.0,1,2,1,0
30.0,16,1,1,2,0,1,1,4,1,1,2,2,2,25000.0,1,0,6,0
24.0,19,5,1,2,0,4,3,4,4,2,2,2,2,1300.0,1,0,8,1
19.0,19,1,2,2,0,1,3,4,1,1,2,2,2,21000.0,1,2,1,0
45.0,9,1,2,2,0,5,1,4,1,2,2,2,2,18000.0,1,2,8,0
18.0,18,5,2,2,0,1,3,4,1,1,2,2,2,0.0,6,2,1,0
33.0,16,1,2,2,0,5,1,4,1,2,2,2,2,8500.0,1,2,1,0
36.0,16,5,2,2,0,1,1,4,2,1,2,2,2,10000.0,1,2,1,0
32.0,16,1,1,2,0,5,3,4,2,2,2,2,2,23000.0,1,0,1,1
18.0,18,5,2,2,0,1,3,4,1,1,2,2,2,7500.0,6,2,6,0
15.0,12,5,1,1,0,1,1,0,4,1,2,2,2,9000.0,0,0,8,0
31.0,18,1,1,2,0,1,3,4,1,1,2,2,2,25000.0,1,0,1,0
63.0,1,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,0,8,1
32.0,16,1,2,2,0,4,1,4,1,2,2,2,2,0.0,3,2,8,1
21.0,19,5,2,2,0,1,1,4,1,1,2,2,2,15000.0,3,2,1,0
18.0,16,5,2,2,0,1,3,4,4,1,2,2,2,0.0,6,2,6,1
36.0,19,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,8,1
35.0,15,5,2,2,0,1,1,4,2,1,2,2,2,17000.0,1,2,1,1
33.0,9,5,2,2,0,5,1,4,1,2,2,2,2,14000.0,6,2,8,0
63.0,9,5,1,2,0,1,1,4,4,1,2,2,2,20000.0,1,0,1,0
29.0,12,5,1,2,0,1,3,4,2,1,2,2,2,25000.0,1,0,1,1
56.0,4,1,2,2,0,5,1,4,1,2,2,2,2,4800.0,1,0,1,1
27.0,16,5,1,2,0,1,3,4,2,1,2,2,2,20000.0,1,0,1,0
26.0,18,5,2,1,0,1,1,4,2,1,2,2,1,16800.0,1,2,1,1
29.0,15,1,2,1,0,5,1,4,1,2,2,2,1,0.0,3,2,1,0
42.0,16,1,2,2,0,4,1,4,1,2,2,2,2,10000.0,1,2,1,1
16.0,13,5,2,2,7,1,1,0,4,1,2,2,2,90.0,6,2,1,0
59.0,15,3,1,2,0,1,1,4,2,1,2,2,2,12000.0,1,0,1,1
49.0,18,2,1,2,0,1,3,2,1,1,2,2,2,1100.0,3,0,1,1
17.0,14,5,1,2,2,1,1,4,1,1,2,2,2,0.0,6,0,8,0
37.0,1,1,2,2,0,3,1,4,1,1,2,2,2,25000.0,1,2,1,0
47.0,21,1,2,2,0,1,3,4,4,1,2,2,2,3800.0,1,2,1,0
38.0,21,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
57.0,1,1,2,2,0,4,1,4,4,2,2,2,2,7900.0,1,0,1,1
15.0,10,5,2,2,1,1,1,0,2,1,2,2,2,0.0,0,2,9,0
58.0,15,5,1,2,0,1,3,4,4,1,2,2,2,0.0,6,0,2,0
