AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,ST,FER,RAC1P,label
36.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2000.0,1.0,6.0,0.0,8.0,1
20.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,11000.0,6.0,6.0,2.0,8.0,0
23.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,2.0,8.0,0
43.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,28000.0,1.0,6.0,2.0,6.0,0
43.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
60.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,9620.0,6.0,6.0,0.0,8.0,1
31.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,8.0,1
23.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,12500.0,1.0,6.0,2.0,8.0,1
22.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,10000.0,1.0,6.0,2.0,1.0,0
23.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
44.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,7900.0,1.0,6.0,2.0,6.0,1
42.0,19.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,25000.0,1.0,6.0,2.0,6.0,1
31.0,19.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,29600.0,1.0,6.0,2.0,1.0,1
60.0,21.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12800.0,6.0,6.0,0.0,1.0,1
61.0,9.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
22.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12700.0,1.0,6.0,2.0,1.0,0
22.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,6.0,6.0,0.0,1.0,0
29.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
21.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
45.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5000.0,6.0,6.0,2.0,1.0,0
50.0,16.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,13000.0,6.0,6.0,0.0,2.0,1
63.0,19.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1100.0,6.0,6.0,0.0,1.0,0
63.0,22.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
34.0,16.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,15000.0,1.0,6.0,2.0,6.0,0
33.0,20.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,6.0,0
63.0,16.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,10800.0,6.0,6.0,0.0,6.0,0
58.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,10000.0,1.0,6.0,0.0,6.0,0
22.0,19.0,5.0,1.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,6.0,6.0,0.0,6.0,1
20.0,19.0,5.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,6000.0,6.0,6.0,0.0,6.0,1
62.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,9000.0,1.0,6.0,0.0,1.0,0
16.0,12.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,40.0,6.0,6.0,0.0,1.0,0
26.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,1
49.0,21.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,21000.0,1.0,6.0,0.0,1.0,1
49.0,21.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,17300.0,1.0,6.0,2.0,1.0,1
20.0,19.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
18.0,18.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,600.0,1.0,6.0,0.0,1.0,1
22.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,4000.0,1.0,6.0,2.0,8.0,0
20.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2500.0,1.0,6.0,2.0,8.0,0
46.0,16.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,6.0,0.0,1.0,0
27.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,8.0,1
29.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,6.0,2.0,1.0,1
37.0,12.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,13000.0,3.0,6.0,2.0,8.0,1
18.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5000.0,2.0,6.0,0.0,8.0,1
64.0,16.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2300.0,6.0,6.0,0.0,6.0,1
50.0,16.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,18000.0,1.0,6.0,2.0,6.0,1
26.0,20.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,6.0,1
30.0,21.0,4.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,7000.0,3.0,6.0,1.0,1.0,0
36.0,16.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,10000.0,1.0,6.0,0.0,1.0,0
26.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,15000.0,6.0,6.0,0.0,1.0,1
24.0,16.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,4700.0,2.0,6.0,2.0,1.0,0
39.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4000.0,6.0,6.0,2.0,1.0,1
20.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,8000.0,1.0,6.0,0.0,1.0,0
38.0,20.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,22400.0,1.0,6.0,2.0,1.0,1
33.0,15.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,24800.0,1.0,6.0,0.0,1.0,1
46.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,12000.0,6.0,6.0,0.0,1.0,1
57.0,13.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,980.0,6.0,6.0,0.0,1.0,1
36.0,20.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,6.0,0
26.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,19000.0,1.0,6.0,2.0,1.0,1
35.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
53.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,26000.0,1.0,6.0,0.0,1.0,0
22.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,6200.0,1.0,6.0,2.0,1.0,0
28.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,10000.0,1.0,6.0,2.0,8.0,1
63.0,16.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,9650.0,6.0,6.0,0.0,6.0,1
63.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,6050.0,6.0,6.0,0.0,6.0,1
58.0,19.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2200.0,6.0,6.0,0.0,9.0,0
64.0,22.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,11200.0,6.0,6.0,0.0,9.0,1
44.0,24.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,30000.0,1.0,6.0,2.0,1.0,0
38.0,19.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,21000.0,1.0,6.0,0.0,1.0,0
35.0,9.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,20200.0,1.0,6.0,2.0,1.0,0
15.0,12.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,1.0,1
31.0,13.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5600.0,1.0,6.0,2.0,1.0,0
62.0,21.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,23800.0,1.0,6.0,0.0,1.0,0
64.0,21.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,1.0,0
54.0,21.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5000.0,6.0,6.0,0.0,1.0,0
40.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,16500.0,6.0,6.0,0.0,1.0,1
61.0,19.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,6000.0,1.0,6.0,0.0,1.0,0
62.0,16.0,1.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,10000.0,1.0,6.0,0.0,1.0,0
20.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,7000.0,1.0,6.0,2.0,1.0,0
31.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,7100.0,1.0,6.0,2.0,8.0,1
32.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,26200.0,1.0,6.0,2.0,8.0,1
54.0,9.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,14000.0,1.0,6.0,0.0,8.0,1
27.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,8.0,0
60.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,25000.0,6.0,6.0,0.0,1.0,1
61.0,18.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,29000.0,6.0,6.0,0.0,1.0,1
46.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2000.0,6.0,6.0,0.0,6.0,1
35.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,6.0,1
31.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,16800.0,6.0,6.0,2.0,1.0,1
24.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,4800.0,1.0,6.0,0.0,1.0,0
36.0,22.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,8.0,0
32.0,21.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,10000.0,6.0,6.0,0.0,1.0,0
54.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
53.0,23.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
17.0,14.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
56.0,18.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,26200.0,1.0,6.0,0.0,1.0,0
46.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
30.0,17.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,10000.0,1.0,6.0,2.0,1.0,1
55.0,17.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,8.0,1
19.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,6500.0,1.0,6.0,2.0,1.0,1
55.0,16.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,2.0,0
38.0,22.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,24000.0,1.0,6.0,2.0,1.0,0
20.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3500.0,1.0,6.0,2.0,8.0,0
41.0,21.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,11800.0,1.0,6.0,2.0,1.0,0
28.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,10000.0,1.0,6.0,2.0,9.0,0
31.0,20.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,17000.0,1.0,6.0,0.0,9.0,0
31.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,9030.0,6.0,6.0,0.0,1.0,1
31.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,8070.0,6.0,6.0,1.0,1.0,1
59.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,15000.0,1.0,6.0,0.0,6.0,0
28.0,22.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4200.0,3.0,6.0,2.0,6.0,1
20.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,9000.0,1.0,6.0,2.0,1.0,0
15.0,9.0,5.0,1.0,2.0,7.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,1
43.0,16.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
48.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
28.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,9.0,0
26.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,27000.0,1.0,6.0,2.0,9.0,0
24.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,19000.0,1.0,6.0,0.0,9.0,0
34.0,11.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
33.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,2.0,1.0,0
26.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,16000.0,1.0,6.0,0.0,8.0,0
23.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,7200.0,1.0,6.0,2.0,8.0,0
21.0,16.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,22900.0,1.0,6.0,2.0,8.0,1
21.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,17000.0,1.0,6.0,0.0,8.0,0
34.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
53.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
18.0,15.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1100.0,1.0,6.0,2.0,1.0,0
29.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,8.0,1
55.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,26000.0,1.0,6.0,0.0,1.0,0
27.0,21.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,21000.0,2.0,6.0,1.0,1.0,0
59.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3600.0,6.0,6.0,0.0,1.0,0
32.0,21.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
55.0,16.0,2.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,9600.0,6.0,6.0,0.0,1.0,1
40.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,100.0,6.0,6.0,2.0,1.0,0
53.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,24000.0,2.0,6.0,0.0,1.0,0
40.0,22.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,28800.0,1.0,6.0,0.0,8.0,0
29.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,10000.0,2.0,6.0,1.0,1.0,1
37.0,13.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,11400.0,6.0,6.0,2.0,1.0,1
24.0,19.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,21010.0,2.0,6.0,2.0,9.0,1
21.0,19.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,9.0,1
18.0,18.0,5.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,9.0,1
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,6.0,0
56.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,21000.0,1.0,6.0,0.0,1.0,1
34.0,15.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,7100.0,6.0,6.0,0.0,1.0,1
53.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,8.0,0
26.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,8.0,0
19.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,8.0,1
15.0,12.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,-2300.0,0.0,6.0,0.0,1.0,0
64.0,16.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,14400.0,6.0,6.0,0.0,1.0,1
47.0,10.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
38.0,16.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,8000.0,1.0,6.0,1.0,1.0,0
19.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,940.0,1.0,6.0,0.0,1.0,1
19.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,1.0,6.0,0.0,1.0,0
17.0,16.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
51.0,16.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,6.0,6.0,0.0,1.0,0
16.0,13.0,5.0,2.0,2.0,6.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
43.0,19.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,7700.0,3.0,6.0,0.0,1.0,1
63.0,16.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,16300.0,6.0,6.0,0.0,1.0,1
57.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,-2300.0,6.0,6.0,0.0,1.0,0
43.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12500.0,1.0,6.0,0.0,2.0,0
26.0,21.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,26800.0,1.0,6.0,2.0,1.0,0
30.0,16.0,3.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,10000.0,3.0,6.0,2.0,8.0,0
39.0,12.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,15000.0,1.0,6.0,0.0,8.0,0
19.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
64.0,15.0,1.0,2.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
40.0,16.0,5.0,1.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,11000.0,6.0,6.0,0.0,1.0,1
35.0,21.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,15000.0,3.0,6.0,0.0,1.0,1
21.0,19.0,5.0,1.0,2.0,0.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,6.0,1
45.0,20.0,1.0,2.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,6.0,0
34.0,19.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,9000.0,1.0,6.0,2.0,2.0,1
48.0,20.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,6.0,1
23.0,21.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2500.0,3.0,6.0,0.0,1.0,0
56.0,16.0,2.0,2.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
28.0,15.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,15000.0,1.0,6.0,0.0,1.0,0
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
54.0,16.0,4.0,2.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,10000.0,1.0,6.0,0.0,1.0,0
52.0,1.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,1
32.0,22.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,2.0,1.0,0
28.0,16.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,2.0,1.0,0
